from,to,type,weight
Thomas A. Hendricks,William R. King,same_birth_country,1
Thomas A. Hendricks,William Howard Taft,same_birth_country,1
Thomas A. Hendricks,William Weld,same_birth_country,1
Thomas A. Hendricks,William McKinley,same_birth_country,1
Thomas R. Marshall,Theodore Roosevelt Jr.,same_birth_country,1
Thomas R. Marshall,Thaddeus Stevens,same_birth_country,1
Thomas R. Marshall,Theodore Roosevelt,same_birth_country,1
Thomas R. Marshall,Tim Cook,same_birth_country,1
Thomas R. Marshall,Tim Walz,same_birth_country,1
Thomas R. Marshall,Tony Evers,same_birth_country,1
Thomas R. Marshall,Tim Kaine,same_birth_country,1
Thomas R. Marshall,Tom Wolf,same_birth_country,1
Thomas R. Marshall,Ulysses S. Grant,same_birth_country,1
Thomas R. Marshall,Walter Mondale,same_birth_country,1
Thomas R. Marshall,Warren G. Harding,same_birth_country,1
Thomas R. Marshall,Taylor Swift,same_birth_country,1
Thomas R. Marshall,William Barr,same_birth_country,1
Thomas R. Marshall,William A. Wheeler,same_birth_country,1
Thomas R. Marshall,William Faulkner,same_birth_country,1
Thomas R. Marshall,William P. Rogers,same_birth_country,1
Thomas R. Marshall,William R. King,same_birth_country,1
Thomas R. Marshall,William Howard Taft,same_birth_country,1
Thomas R. Marshall,William Weld,same_birth_country,1
Thomas R. Marshall,William McKinley,same_birth_country,1
Theodore Roosevelt Jr.,Thaddeus Stevens,same_birth_country,1
Theodore Roosevelt Jr.,Theodore Roosevelt,same_birth_country,1
Theodore Roosevelt Jr.,Tim Cook,same_birth_country,1
Theodore Roosevelt Jr.,Tim Walz,same_birth_country,1
Theodore Roosevelt Jr.,Tony Evers,same_birth_country,1
Theodore Roosevelt Jr.,Tim Kaine,same_birth_country,1
Theodore Roosevelt Jr.,Tom Wolf,same_birth_country,1
Theodore Roosevelt Jr.,Ulysses S. Grant,same_birth_country,1
Theodore Roosevelt Jr.,Walter Mondale,same_birth_country,1
Theodore Roosevelt Jr.,Warren G. Harding,same_birth_country,1
Theodore Roosevelt Jr.,Taylor Swift,same_birth_country,1
Theodore Roosevelt Jr.,William Barr,same_birth_country,1
Theodore Roosevelt Jr.,William A. Wheeler,same_birth_country,1
Theodore Roosevelt Jr.,William Faulkner,same_birth_country,1
Theodore Roosevelt Jr.,William P. Rogers,same_birth_country,1
Theodore Roosevelt Jr.,William R. King,same_birth_country,1
Theodore Roosevelt Jr.,William Howard Taft,same_birth_country,1
Theodore Roosevelt Jr.,William Weld,same_birth_country,1
Theodore Roosevelt Jr.,William McKinley,same_birth_country,1
Thaddeus Stevens,Theodore Roosevelt,same_birth_country,1
Thaddeus Stevens,Tim Cook,same_birth_country,1
Thaddeus Stevens,Tim Walz,same_birth_country,1
Thaddeus Stevens,Tony Evers,same_birth_country,1
Thaddeus Stevens,Tim Kaine,same_birth_country,1
Thaddeus Stevens,Tom Wolf,same_birth_country,1
Thaddeus Stevens,Ulysses S. Grant,same_birth_country,1
Thaddeus Stevens,Walter Mondale,same_birth_country,1
Thaddeus Stevens,Warren G. Harding,same_birth_country,1
Thaddeus Stevens,Taylor Swift,same_birth_country,1
Thaddeus Stevens,William Barr,same_birth_country,1
Thaddeus Stevens,William A. Wheeler,same_birth_country,1
Thaddeus Stevens,William Faulkner,same_birth_country,1
Thaddeus Stevens,William P. Rogers,same_birth_country,1
Thaddeus Stevens,William R. King,same_birth_country,1
Thaddeus Stevens,William Howard Taft,same_birth_country,1
Thaddeus Stevens,William Weld,same_birth_country,1
Thaddeus Stevens,William McKinley,same_birth_country,1
Theodore Roosevelt,Tim Cook,same_birth_country,1
Theodore Roosevelt,Tim Walz,same_birth_country,1
Theodore Roosevelt,Tony Evers,same_birth_country,1
Theodore Roosevelt,Tim Kaine,same_birth_country,1
Theodore Roosevelt,Tom Wolf,same_birth_country,1
Theodore Roosevelt,Ulysses S. Grant,same_birth_country,1
Theodore Roosevelt,Walter Mondale,same_birth_country,1
Theodore Roosevelt,Warren G. Harding,same_birth_country,1
Theodore Roosevelt,Taylor Swift,same_birth_country,1
Theodore Roosevelt,William Barr,same_birth_country,1
Theodore Roosevelt,William A. Wheeler,same_birth_country,1
Theodore Roosevelt,William Faulkner,same_birth_country,1
Theodore Roosevelt,William P. Rogers,same_birth_country,1
Theodore Roosevelt,William R. King,same_birth_country,1
Theodore Roosevelt,William Howard Taft,same_birth_country,1
Theodore Roosevelt,William Weld,same_birth_country,1
Theodore Roosevelt,William McKinley,same_birth_country,1
Tim Cook,Tim Walz,same_birth_country,1
Tim Cook,Tony Evers,same_birth_country,1
Tim Cook,Tim Kaine,same_birth_country,1
Tim Cook,Tom Wolf,same_birth_country,1
Tim Cook,Ulysses S. Grant,same_birth_country,1
Tim Cook,Walter Mondale,same_birth_country,1
Tim Cook,Warren G. Harding,same_birth_country,1
Tim Cook,Taylor Swift,same_birth_country,1
Tim Cook,William Barr,same_birth_country,1
Tim Cook,William A. Wheeler,same_birth_country,1
Tim Cook,William Faulkner,same_birth_country,1
Tim Cook,William P. Rogers,same_birth_country,1
Tim Cook,William R. King,same_birth_country,1
Tim Cook,William Howard Taft,same_birth_country,1
Tim Cook,William Weld,same_birth_country,1
Tim Cook,William McKinley,same_birth_country,1
Tim Walz,Tony Evers,same_birth_country,1
Tim Walz,Tim Kaine,same_birth_country,1
Tim Walz,Tom Wolf,same_birth_country,1
Tim Walz,Ulysses S. Grant,same_birth_country,1
Tim Walz,Walter Mondale,same_birth_country,1
Tim Walz,Warren G. Harding,same_birth_country,1
Tim Walz,Taylor Swift,same_birth_country,1
Tim Walz,William Barr,same_birth_country,1
Tim Walz,William A. Wheeler,same_birth_country,1
Tim Walz,William Faulkner,same_birth_country,1
Tim Walz,William P. Rogers,same_birth_country,1
Tim Walz,William R. King,same_birth_country,1
Tim Walz,William Howard Taft,same_birth_country,1
Tim Walz,William Weld,same_birth_country,1
Tim Walz,William McKinley,same_birth_country,1
Tony Evers,Tim Kaine,same_birth_country,1
Tony Evers,Tom Wolf,same_birth_country,1
Tony Evers,Ulysses S. Grant,same_birth_country,1
Tony Evers,Walter Mondale,same_birth_country,1
Tony Evers,Warren G. Harding,same_birth_country,1
Tony Evers,Taylor Swift,same_birth_country,1
Tony Evers,William Barr,same_birth_country,1
Tony Evers,William A. Wheeler,same_birth_country,1
Tony Evers,William Faulkner,same_birth_country,1
Tony Evers,William P. Rogers,same_birth_country,1
Tony Evers,William R. King,same_birth_country,1
Tony Evers,William Howard Taft,same_birth_country,1
Tony Evers,William Weld,same_birth_country,1
Tony Evers,William McKinley,same_birth_country,1
Tim Kaine,Tom Wolf,same_birth_country,1
Tim Kaine,Ulysses S. Grant,same_birth_country,1
Tim Kaine,Walter Mondale,same_birth_country,1
Tim Kaine,Warren G. Harding,same_birth_country,1
Tim Kaine,Taylor Swift,same_birth_country,1
Tim Kaine,William Barr,same_birth_country,1
Tim Kaine,William A. Wheeler,same_birth_country,1
Tim Kaine,William Faulkner,same_birth_country,1
Tim Kaine,William P. Rogers,same_birth_country,1
Tim Kaine,William R. King,same_birth_country,1
Tim Kaine,William Howard Taft,same_birth_country,1
Tim Kaine,William Weld,same_birth_country,1
Tim Kaine,William McKinley,same_birth_country,1
Tom Wolf,Ulysses S. Grant,same_birth_country,1
Tom Wolf,Walter Mondale,same_birth_country,1
Tom Wolf,Warren G. Harding,same_birth_country,1
Tom Wolf,Taylor Swift,same_birth_country,1
Tom Wolf,William Barr,same_birth_country,1
Tom Wolf,William A. Wheeler,same_birth_country,1
Tom Wolf,William Faulkner,same_birth_country,1
Tom Wolf,William P. Rogers,same_birth_country,1
Tom Wolf,William R. King,same_birth_country,1
Tom Wolf,William Howard Taft,same_birth_country,1
Tom Wolf,William Weld,same_birth_country,1
Tom Wolf,William McKinley,same_birth_country,1
Ulysses S. Grant,Walter Mondale,same_birth_country,1
Ulysses S. Grant,Warren G. Harding,same_birth_country,1
Ulysses S. Grant,Taylor Swift,same_birth_country,1
Ulysses S. Grant,William Barr,same_birth_country,1
Ulysses S. Grant,William A. Wheeler,same_birth_country,1
Ulysses S. Grant,William Faulkner,same_birth_country,1
Ulysses S. Grant,William P. Rogers,same_birth_country,1
Ulysses S. Grant,William R. King,same_birth_country,1
Ulysses S. Grant,William Howard Taft,same_birth_country,1
Ulysses S. Grant,William Weld,same_birth_country,1
Ulysses S. Grant,William McKinley,same_birth_country,1
Walter Mondale,Warren G. Harding,same_birth_country,1
Walter Mondale,Taylor Swift,same_birth_country,1
Walter Mondale,William Barr,same_birth_country,1
Walter Mondale,William A. Wheeler,same_birth_country,1
Walter Mondale,William Faulkner,same_birth_country,1
Walter Mondale,William P. Rogers,same_birth_country,1
Walter Mondale,William R. King,same_birth_country,1
Walter Mondale,William Howard Taft,same_birth_country,1
Walter Mondale,William Weld,same_birth_country,1
Walter Mondale,William McKinley,same_birth_country,1
Warren G. Harding,Taylor Swift,same_birth_country,1
Warren G. Harding,William Barr,same_birth_country,1
Warren G. Harding,William A. Wheeler,same_birth_country,1
Warren G. Harding,William Faulkner,same_birth_country,1
Warren G. Harding,William P. Rogers,same_birth_country,1
Warren G. Harding,William R. King,same_birth_country,1
Warren G. Harding,William Howard Taft,same_birth_country,1
Warren G. Harding,William Weld,same_birth_country,1
Warren G. Harding,William McKinley,same_birth_country,1
Taylor Swift,William Barr,same_birth_country,1
Taylor Swift,William A. Wheeler,same_birth_country,1
Taylor Swift,William Faulkner,same_birth_country,1
Taylor Swift,William P. Rogers,same_birth_country,1
Taylor Swift,William R. King,same_birth_country,1
Taylor Swift,William Howard Taft,same_birth_country,1
Taylor Swift,William Weld,same_birth_country,1
Taylor Swift,William McKinley,same_birth_country,1
William Barr,William A. Wheeler,same_birth_country,1
William Barr,William Faulkner,same_birth_country,1
William Barr,William P. Rogers,same_birth_country,1
William Barr,William R. King,same_birth_country,1
William Barr,William Howard Taft,same_birth_country,1
William Barr,William Weld,same_birth_country,1
William Barr,William McKinley,same_birth_country,1
William A. Wheeler,William Faulkner,same_birth_country,1
William A. Wheeler,William P. Rogers,same_birth_country,1
William A. Wheeler,William R. King,same_birth_country,1
William A. Wheeler,William Howard Taft,same_birth_country,1
William A. Wheeler,William Weld,same_birth_country,1
William A. Wheeler,William McKinley,same_birth_country,1
William Faulkner,William P. Rogers,same_birth_country,1
William Faulkner,William R. King,same_birth_country,1
William Faulkner,William Howard Taft,same_birth_country,1
William Faulkner,William Weld,same_birth_country,1
William Faulkner,William McKinley,same_birth_country,1
William P. Rogers,William R. King,same_birth_country,1
William P. Rogers,William Howard Taft,same_birth_country,1
William P. Rogers,William Weld,same_birth_country,1
William P. Rogers,William McKinley,same_birth_country,1
William R. King,William Howard Taft,same_birth_country,1
William R. King,William Weld,same_birth_country,1
William R. King,William McKinley,same_birth_country,1
William Howard Taft,William Weld,same_birth_country,1
William Howard Taft,William McKinley,same_birth_country,1
William Weld,William McKinley,same_birth_country,1
Abdullah Gül,Ahmet Davutoğlu,same_birth_country,1
Abdullah Gül,Ahmet Necdet Sezer,same_birth_country,1
Abdullah Gül,Daron Acemoğlu,same_birth_country,1
Abdullah Gül,Numan Kurtulmuş,same_birth_country,1
Abdullah Gül,Recep Tayyip Erdoğan,same_birth_country,1
Abdullah Gül,Süleyman Demirel,same_birth_country,1
Abdullah Gül,Turgut Özal,same_birth_country,1
Ahmet Davutoğlu,Ahmet Necdet Sezer,same_birth_country,1
Ahmet Davutoğlu,Daron Acemoğlu,same_birth_country,1
Ahmet Davutoğlu,Numan Kurtulmuş,same_birth_country,1
Ahmet Davutoğlu,Recep Tayyip Erdoğan,same_birth_country,1
Ahmet Davutoğlu,Süleyman Demirel,same_birth_country,1
Ahmet Davutoğlu,Turgut Özal,same_birth_country,1
Ahmet Necdet Sezer,Daron Acemoğlu,same_birth_country,1
Ahmet Necdet Sezer,Numan Kurtulmuş,same_birth_country,1
Ahmet Necdet Sezer,Recep Tayyip Erdoğan,same_birth_country,1
Ahmet Necdet Sezer,Süleyman Demirel,same_birth_country,1
Ahmet Necdet Sezer,Turgut Özal,same_birth_country,1
Daron Acemoğlu,Numan Kurtulmuş,same_birth_country,1
Daron Acemoğlu,Recep Tayyip Erdoğan,same_birth_country,1
Daron Acemoğlu,Süleyman Demirel,same_birth_country,1
Daron Acemoğlu,Turgut Özal,same_birth_country,1
Numan Kurtulmuş,Recep Tayyip Erdoğan,same_birth_country,1
Numan Kurtulmuş,Süleyman Demirel,same_birth_country,1
Numan Kurtulmuş,Turgut Özal,same_birth_country,1
Recep Tayyip Erdoğan,Süleyman Demirel,same_birth_country,1
Recep Tayyip Erdoğan,Turgut Özal,same_birth_country,1
Süleyman Demirel,Turgut Özal,same_birth_country,1
Abhisit Vejjajiva,Alfred Deakin,same_birth_country,1
Abhisit Vejjajiva,Anthony Eden,same_birth_country,1
Abhisit Vejjajiva,Arthur C. Clarke,same_birth_country,1
Abhisit Vejjajiva,Aung San Suu Kyi,same_birth_country,1
Abhisit Vejjajiva,Christopher Hitchens,same_birth_country,1
Abhisit Vejjajiva,D. H. Lawrence,same_birth_country,1
Abhisit Vejjajiva,Earle Page,same_birth_country,1
Abhisit Vejjajiva,Evelyn Waugh,same_birth_country,1
Abhisit Vejjajiva,Frank Forde,same_birth_country,1
Abhisit Vejjajiva,Frederick Muhlenberg,same_birth_country,1
Abhisit Vejjajiva,George Canning,same_birth_country,1
Abhisit Vejjajiva,George Grenville,same_birth_country,1
Abhisit Vejjajiva,Graham Greene,same_birth_country,1
Abhisit Vejjajiva,H. G. Wells,same_birth_country,1
Abhisit Vejjajiva,Harold Alexander,same_birth_country,1
Abhisit Vejjajiva,"Henry John Temple, Tử tước Palmerston thứ 3",same_birth_country,1
Abhisit Vejjajiva,"Henry Addington, Tử tước Sidmouth thứ 1",same_birth_country,1
Abhisit Vejjajiva,Htin Kyaw,same_birth_country,1
Abhisit Vejjajiva,Jacek Rostowski,same_birth_country,1
Abhisit Vejjajiva,James Callaghan,same_birth_country,1
Abhisit Vejjajiva,James Monroe,same_birth_country,1
Abhisit Vejjajiva,James Madison,same_birth_country,1
Abhisit Vejjajiva,J. K. Rowling,same_birth_country,1
Abhisit Vejjajiva,John Adams,same_birth_country,1
Abhisit Vejjajiva,John Henry Newman,same_birth_country,1
Abhisit Vejjajiva,John Hicks,same_birth_country,1
Abhisit Vejjajiva,John Keegan,same_birth_country,1
Abhisit Vejjajiva,John McEwen,same_birth_country,1
Abhisit Vejjajiva,John Turner,same_birth_country,1
Abhisit Vejjajiva,Keir Starmer,same_birth_country,1
Abhisit Vejjajiva,Lewis Carroll,same_birth_country,1
Abhisit Vejjajiva,Liz Truss,same_birth_country,1
Abhisit Vejjajiva,Margaret Thatcher,same_birth_country,1
Abhisit Vejjajiva,Nigel Farage,same_birth_country,1
Abhisit Vejjajiva,Oliver Cromwell,same_birth_country,1
Abhisit Vejjajiva,Ramsay MacDonald,same_birth_country,1
Abhisit Vejjajiva,Richard Stone,same_birth_country,1
Abhisit Vejjajiva,Richard Attenborough,same_birth_country,1
Abhisit Vejjajiva,Rishi Sunak,same_birth_country,1
Abhisit Vejjajiva,Robert Menzies,same_birth_country,1
Abhisit Vejjajiva,Robert Service (sử gia),same_birth_country,1
Abhisit Vejjajiva,Robert Walpole,same_birth_country,1
Abhisit Vejjajiva,Ronald Coase,same_birth_country,1
Abhisit Vejjajiva,Rudolf Hess,same_birth_country,1
Abhisit Vejjajiva,Sadiq Khan,same_birth_country,1
Abhisit Vejjajiva,Salman Rushdie,same_birth_country,1
Abhisit Vejjajiva,Stanley Bruce,same_birth_country,1
Abhisit Vejjajiva,Spencer Perceval,same_birth_country,1
Abhisit Vejjajiva,Stanley Baldwin,same_birth_country,1
Abhisit Vejjajiva,Theresa May,same_birth_country,1
Abhisit Vejjajiva,Thomas Hardy,same_birth_country,1
Abhisit Vejjajiva,Thomas More,same_birth_country,1
Abhisit Vejjajiva,Thomas Jefferson,same_birth_country,1
Abhisit Vejjajiva,Tony Atkinson,same_birth_country,1
Abhisit Vejjajiva,Virginia Woolf,same_birth_country,1
Abhisit Vejjajiva,William Hague,same_birth_country,1
Abhisit Vejjajiva,William Pitt Trẻ,same_birth_country,1
Abhisit Vejjajiva,William Henry Harrison,same_birth_country,1
Abhisit Vejjajiva,William Wordsworth,same_birth_country,1
Abhisit Vejjajiva,Zara Tindall,same_birth_country,1
Abhisit Vejjajiva,Winston Churchill,same_birth_country,1
Alfred Deakin,Anthony Eden,same_birth_country,1
Alfred Deakin,Arthur C. Clarke,same_birth_country,1
Alfred Deakin,Aung San Suu Kyi,same_birth_country,1
Alfred Deakin,Christopher Hitchens,same_birth_country,1
Alfred Deakin,D. H. Lawrence,same_birth_country,1
Alfred Deakin,Earle Page,same_birth_country,1
Alfred Deakin,Evelyn Waugh,same_birth_country,1
Alfred Deakin,Frank Forde,same_birth_country,1
Alfred Deakin,Frederick Muhlenberg,same_birth_country,1
Alfred Deakin,George Canning,same_birth_country,1
Alfred Deakin,George Grenville,same_birth_country,1
Alfred Deakin,Graham Greene,same_birth_country,1
Alfred Deakin,H. G. Wells,same_birth_country,1
Alfred Deakin,Harold Alexander,same_birth_country,1
Alfred Deakin,"Henry John Temple, Tử tước Palmerston thứ 3",same_birth_country,1
Alfred Deakin,"Henry Addington, Tử tước Sidmouth thứ 1",same_birth_country,1
Alfred Deakin,Htin Kyaw,same_birth_country,1
Alfred Deakin,Jacek Rostowski,same_birth_country,1
Alfred Deakin,James Callaghan,same_birth_country,1
Alfred Deakin,James Monroe,same_birth_country,1
Alfred Deakin,James Madison,same_birth_country,1
Alfred Deakin,J. K. Rowling,same_birth_country,1
Alfred Deakin,John Adams,same_birth_country,1
Alfred Deakin,John Henry Newman,same_birth_country,1
Alfred Deakin,John Hicks,same_birth_country,1
Alfred Deakin,John Keegan,same_birth_country,1
Alfred Deakin,John McEwen,same_birth_country,1
Alfred Deakin,John Turner,same_birth_country,1
Alfred Deakin,Keir Starmer,same_birth_country,1
Alfred Deakin,Lewis Carroll,same_birth_country,1
Alfred Deakin,Liz Truss,same_birth_country,1
Alfred Deakin,Margaret Thatcher,same_birth_country,1
Alfred Deakin,Nigel Farage,same_birth_country,1
Alfred Deakin,Oliver Cromwell,same_birth_country,1
Alfred Deakin,Ramsay MacDonald,same_birth_country,1
Alfred Deakin,Richard Stone,same_birth_country,1
Alfred Deakin,Richard Attenborough,same_birth_country,1
Alfred Deakin,Rishi Sunak,same_birth_country,1
Alfred Deakin,Robert Menzies,same_birth_country,1
Alfred Deakin,Robert Service (sử gia),same_birth_country,1
Alfred Deakin,Robert Walpole,same_birth_country,1
Alfred Deakin,Ronald Coase,same_birth_country,1
Alfred Deakin,Rudolf Hess,same_birth_country,1
Alfred Deakin,Sadiq Khan,same_birth_country,1
Alfred Deakin,Salman Rushdie,same_birth_country,1
Alfred Deakin,Stanley Bruce,same_birth_country,1
Alfred Deakin,Spencer Perceval,same_birth_country,1
Alfred Deakin,Stanley Baldwin,same_birth_country,1
Alfred Deakin,Theresa May,same_birth_country,1
Alfred Deakin,Thomas Hardy,same_birth_country,1
Alfred Deakin,Thomas More,same_birth_country,1
